video_name,frame_number,label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
handshake_clip_10,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handshake_clip_10,1,1,0.5176674127578735,0.6460820436477661,2.512285277589399e-07,0.49455204606056213,0.6725133657455444,-0.025198426097631454,0.48464730381965637,0.7238964438438416,-0.03479091823101044,0.47717970609664917,0.7752525806427002,-0.03914010524749756,0.4676412343978882,0.81605064868927,-0.04134046658873558,0.5290393829345703,0.7649928331375122,-0.027748646214604378,0.5008342266082764,0.829346239566803,-0.04088694602251053,0.47330179810523987,0.8444294333457947,-0.048330701887607574,0.4523518681526184,0.8464322686195374,-0.05113591253757477,0.538504958152771,0.7716752886772156,-0.01645408757030964,0.5080587863922119,0.8380411267280579,-0.029855743050575256,0.47769543528556824,0.8485881090164185,-0.03573981299996376,0.45305389165878296,0.8459113836288452,-0.03739244490861893,0.5385693907737732,0.7731907367706299,-0.0066630104556679726,0.5095186829566956,0.8315761685371399,-0.017930500209331512,0.48254796862602234,0.8432477116584778,-0.02212723344564438,0.46016621589660645,0.8444446325302124,-0.02270030602812767,0.5328189730644226,0.7718730568885803,0.0014233903493732214,0.5124643445014954,0.8185692429542542,-0.00691305473446846,0.4904291033744812,0.8323857188224792,-0.009700962342321873,0.4704563021659851,0.8362346291542053,-0.009446445852518082
handshake_clip_10,2,1,0.4149358868598938,0.6498162746429443,3.1380810128212033e-07,0.40613964200019836,0.6764112114906311,-0.032821353524923325,0.4075061082839966,0.7227117419242859,-0.04308701679110527,0.4075535535812378,0.7652865052223206,-0.04598129168152809,0.4051015079021454,0.8015984296798706,-0.04725082963705063,0.45197346806526184,0.7457748651504517,-0.03051636926829815,0.4373321235179901,0.8039421439170837,-0.04173708334565163,0.4173462986946106,0.8305013179779053,-0.04960891976952553,0.39816033840179443,0.8441327214241028,-0.05354516580700874,0.4491023123264313,0.7491999268531799,-0.014072032645344734,0.4284873604774475,0.8030844926834106,-0.026998450979590416,0.40340369939804077,0.8161929845809937,-0.036185964941978455,0.38199129700660706,0.8172589540481567,-0.04010004177689552,0.44021111726760864,0.7500008344650269,0.0005868822918273509,0.4195581078529358,0.7918203473091125,-0.012370385229587555,0.39869946241378784,0.8002321124076843,-0.02069155126810074,0.38148611783981323,0.7990444302558899,-0.023432519286870956,0.43065568804740906,0.7477512359619141,0.01333007775247097,0.41432708501815796,0.7783710360527039,0.0012519251322373748,0.39813584089279175,0.7856828570365906,-0.005347200203686953,0.38409537076950073,0.7860856652259827,-0.006962102837860584
handshake_clip_10,3,1,0.41310036182403564,0.6487672328948975,3.3295816592726624e-07,0.4046974778175354,0.6728469729423523,-0.032089702785015106,0.4069425165653229,0.7194206714630127,-0.043438028544187546,0.408195436000824,0.7629109025001526,-0.04784540832042694,0.40410366654396057,0.8009800314903259,-0.05068594962358475,0.4502825438976288,0.74293053150177,-0.029739756137132645,0.4365949034690857,0.800161600112915,-0.042452119290828705,0.4156050384044647,0.8272607326507568,-0.05247283726930618,0.394467830657959,0.8413856029510498,-0.05810968577861786,0.44770026206970215,0.7495076060295105,-0.014755954034626484,0.4305086135864258,0.8034948110580444,-0.028803778812289238,0.4056432247161865,0.8249874114990234,-0.039683349430561066,0.3823389410972595,0.8353216052055359,-0.045204635709524155,0.4386014938354492,0.7541188597679138,-0.0016868336824700236,0.42288655042648315,0.8010082244873047,-0.014349892735481262,0.4023903012275696,0.8181104063987732,-0.023069577291607857,0.38298630714416504,0.8267235159873962,-0.026867959648370743,0.4281826615333557,0.755438506603241,0.009301803074777126,0.41627517342567444,0.791892945766449,-0.001948709599673748,0.40093111991882324,0.805585503578186,-0.008302005007863045,0.3856828212738037,0.8133952617645264,-0.010377468541264534
handshake_clip_10,4,1,0.5328099131584167,0.6509877443313599,2.512808805477107e-07,0.5052997469902039,0.6737326383590698,-0.025703836232423782,0.49102306365966797,0.7283944487571716,-0.034486208111047745,0.4818613827228546,0.7813266515731812,-0.03742744028568268,0.4709776043891907,0.822010338306427,-0.038366079330444336,0.5316436886787415,0.7741135954856873,-0.03024517558515072,0.5057841539382935,0.8418370485305786,-0.04049857705831528,0.48027634620666504,0.8618860840797424,-0.04518653824925423,0.4593963325023651,0.8698144555091858,-0.046545084565877914,0.5426529049873352,0.7784129977226257,-0.017407793551683426,0.5113916993141174,0.8403456807136536,-0.028225477784872055,0.481692910194397,0.8510180711746216,-0.0324159637093544,0.45681944489479065,0.8503193855285645,-0.033438608050346375,0.5442582368850708,0.7783383727073669,-0.005673083942383528,0.5151455402374268,0.8318514823913574,-0.015019447542726994,0.48841220140457153,0.8429444432258606,-0.019082913175225258,0.4655058681964874,0.8445605635643005,-0.020121458917856216,0.5406062602996826,0.7761518955230713,0.0044222306460142136,0.5186434984207153,0.820389449596405,-0.003023735946044326,0.4961678981781006,0.8337247967720032,-0.0062740459106862545,0.47621530294418335,0.8374123573303223,-0.006647191010415554
handshake_clip_10,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handshake_clip_10,6,1,0.41939690709114075,0.6226296424865723,3.143950095818582e-07,0.4042316675186157,0.6526499390602112,-0.03627907857298851,0.40264275670051575,0.7084278464317322,-0.04614190012216568,0.40046170353889465,0.7574138641357422,-0.0475795604288578,0.39243265986442566,0.7987566590309143,-0.0469101183116436,0.4417306184768677,0.7410001158714294,-0.026727773249149323,0.4290112555027008,0.8005892038345337,-0.034474436193704605,0.40683960914611816,0.8259941935539246,-0.04179401323199272,0.38482412695884705,0.8363409638404846,-0.04558319225907326,0.4379938840866089,0.7398303151130676,-0.006481681950390339,0.42246171832084656,0.7934423089027405,-0.012013339437544346,0.39835458993911743,0.815821647644043,-0.01999000273644924,0.3751412034034729,0.8272413015365601,-0.02517395280301571,0.4275082051753998,0.7359679937362671,0.011264979839324951,0.41240859031677246,0.7795872688293457,0.005509673152118921,0.39175060391426086,0.7986278533935547,-0.004019417800009251,0.3711658716201782,0.8088032007217407,-0.009990901686251163,0.4155018925666809,0.7307050228118896,0.026576312258839607,0.4043789803981781,0.7663763761520386,0.020236842334270477,0.3891851603984833,0.7825741767883301,0.01342102512717247,0.3725385069847107,0.7922621965408325,0.009852667339146137
handshake_clip_10,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handshake_clip_10,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handshake_clip_10,9,1,0.4147571921348572,0.6648256778717041,2.957712581519445e-07,0.4065389633178711,0.6779946684837341,-0.042598847299814224,0.40512266755104065,0.7193507552146912,-0.05688614398241043,0.4052145779132843,0.7611526846885681,-0.06123903766274452,0.401702344417572,0.8009588718414307,-0.06379776448011398,0.44860607385635376,0.7659314870834351,-0.039139438420534134,0.42765364050865173,0.8122026324272156,-0.049891140311956406,0.40729138255119324,0.8328040838241577,-0.05881558731198311,0.38716548681259155,0.8438418507575989,-0.06463761627674103,0.44168558716773987,0.772458016872406,-0.017720894888043404,0.41736674308776855,0.809312105178833,-0.029751721769571304,0.3922452926635742,0.8170621395111084,-0.04114605113863945,0.3710879683494568,0.8170887231826782,-0.04796740040183067,0.4300341010093689,0.7722419500350952,0.0013056895695626736,0.40883395075798035,0.797796368598938,-0.013212722726166248,0.38894253969192505,0.8013548851013184,-0.026347732171416283,0.37270182371139526,0.7983465790748596,-0.03321005776524544,0.41992008686065674,0.7692766189575195,0.018077928572893143,0.4042724072933197,0.7864417433738708,0.002775745000690222,0.38940611481666565,0.7869102358818054,-0.008261787705123425,0.37685441970825195,0.7829159498214722,-0.01356256939470768
handshake_clip_10,10,1,0.40379664301872253,0.6196228861808777,1.883110627431961e-07,0.39094966650009155,0.6532303690910339,-0.02593041956424713,0.3899438977241516,0.7078784108161926,-0.032314326614141464,0.3884148895740509,0.7524169087409973,-0.03288900479674339,0.38284677267074585,0.7903098464012146,-0.031666629016399384,0.4278826415538788,0.7353732585906982,-0.018289538100361824,0.414252370595932,0.7927768230438232,-0.023303436115384102,0.39577198028564453,0.8156136870384216,-0.02728494256734848,0.378541499376297,0.8267399072647095,-0.029173193499445915,0.4316365420818329,0.735031247138977,-0.004352124407887459,0.4162057042121887,0.7864492535591125,-0.008504061959683895,0.39565470814704895,0.8033161759376526,-0.01332014985382557,0.37664493918418884,0.8105425834655762,-0.016025232151150703,0.4291834533214569,0.7321122288703918,0.007727755233645439,0.4137248694896698,0.7780860066413879,0.0021258615888655186,0.3948979079723358,0.7913721203804016,-0.0038917534984648228,0.37736082077026367,0.7970243096351624,-0.006831103470176458,0.4227182865142822,0.7290505170822144,0.018040714785456657,0.412370890378952,0.7671190500259399,0.01174317765980959,0.3965877890586853,0.7818869948387146,0.007120232563465834,0.38179928064346313,0.7887552976608276,0.005553933326154947
handshake_clip_10,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
